anon_school,anon_class,anon_pid,p_D,p_A,p_S
SCH_002,CLS_0175,P004531,0.3659275472164154,0.39702606201171875,0.41599246859550476
SCH_002,CLS_0175,P006442,0.39064815640449524,0.37299519777297974,0.4112190008163452
SCH_002,CLS_0192,P000115,0.38671037554740906,0.3398168981075287,0.4009423851966858
SCH_002,CLS_0192,P001976,0.5169771909713745,0.4878544211387634,0.49049779772758484
SCH_002,CLS_0192,P003589,0.3722682297229767,0.4205505847930908,0.4110991358757019
SCH_002,CLS_0192,P004324,0.6462610363960266,0.5322169661521912,0.6023725867271423
SCH_002,CLS_0192,P004441,0.37029188871383667,0.36284375190734863,0.38850027322769165
SCH_002,CLS_0192,P006974,0.5750988721847534,0.5010318756103516,0.5311247110366821
SCH_002,CLS_0198,P000663,0.46923163533210754,0.41000431776046753,0.45206233859062195
SCH_002,CLS_0198,P001171,0.3705008327960968,0.32849833369255066,0.39318063855171204
SCH_002,CLS_0198,P001341,0.4059337377548218,0.380360871553421,0.41849327087402344
SCH_002,CLS_0198,P002624,0.38683944940567017,0.3599521815776825,0.405730664730072
SCH_002,CLS_0198,P005464,0.3551175892353058,0.34092822670936584,0.3859938979148865
SCH_002,CLS_0205,P001129,0.47284528613090515,0.4797144830226898,0.46208974719047546
SCH_002,CLS_0205,P003503,0.3422095775604248,0.3359028100967407,0.37859028577804565
SCH_002,CLS_0205,P004048,0.3885331451892853,0.35000064969062805,0.4047471880912781
SCH_002,CLS_0205,P004411,0.41719290614128113,0.393440842628479,0.4242032766342163
SCH_002,CLS_0205,P005448,0.3642086386680603,0.33908790349960327,0.3934554159641266
SCH_002,CLS_0214,P001387,0.395932674407959,0.37467989325523376,0.4147484004497528
SCH_002,CLS_0214,P002998,0.4101087152957916,0.3569631278514862,0.4172857105731964
SCH_002,CLS_0214,P005827,0.44543740153312683,0.4075652062892914,0.44868147373199463
SCH_002,CLS_0214,P006803,0.4303113520145416,0.3951682448387146,0.4312034547328949
SCH_002,CLS_0221,P002031,0.35563117265701294,0.33164650201797485,0.37797725200653076
SCH_002,CLS_0221,P002583,0.3268049657344818,0.3178153336048126,0.3696076273918152
SCH_002,CLS_0221,P005679,0.47433409094810486,0.4510822892189026,0.459789514541626
SCH_002,CLS_0237,P003540,0.35235053300857544,0.376117467880249,0.42626574635505676
SCH_002,CLS_0237,P004961,0.4676516056060791,0.465004563331604,0.45448067784309387
SCH_002,CLS_0237,P007119,0.31444039940834045,0.3086027204990387,0.36908194422721863
SCH_003,CLS_0035,P001389,0.3032592833042145,0.2886044681072235,0.37124744057655334
SCH_003,CLS_0035,P001662,0.2891708314418793,0.28499019145965576,0.3906852602958679
SCH_003,CLS_0035,P001796,0.310299813747406,0.3036486804485321,0.368461549282074
SCH_003,CLS_0035,P004676,0.28592702746391296,0.28721073269844055,0.359439879655838
SCH_003,CLS_0035,P005713,0.3305683732032776,0.32899799942970276,0.3940213918685913
SCH_003,CLS_0035,P005981,0.30901482701301575,0.2873799800872803,0.39264219999313354
SCH_003,CLS_0035,P006966,0.2921912968158722,0.2903231680393219,0.35679399967193604
SCH_003,CLS_0043,P000588,0.30615174770355225,0.28618794679641724,0.3763026297092438
SCH_003,CLS_0043,P003477,0.3314610719680786,0.2859607934951782,0.3958355188369751
SCH_003,CLS_0043,P003522,0.3254745900630951,0.3048754036426544,0.37353086471557617
SCH_003,CLS_0043,P005626,0.2981075942516327,0.29810863733291626,0.37028995156288147
SCH_003,CLS_0048,P001272,0.3093039095401764,0.2864229381084442,0.4047786593437195
SCH_003,CLS_0048,P001812,0.29969680309295654,0.2925625741481781,0.36622047424316406
SCH_003,CLS_0048,P002806,0.2846626937389374,0.28559014201164246,0.3634912967681885
SCH_003,CLS_0048,P003646,0.28448784351348877,0.2881362736225128,0.36593443155288696
SCH_003,CLS_0048,P007294,0.2810641825199127,0.28570497035980225,0.35861992835998535
SCH_003,CLS_0049,P006604,0.3643025755882263,0.4088805317878723,0.409193217754364
SCH_003,CLS_0053,P006118,0.38608884811401367,0.43610113859176636,0.4646857678890228
SCH_003,CLS_0053,P007358,0.2872559130191803,0.28882259130477905,0.35890305042266846
SCH_003,CLS_0060,P000561,0.33573591709136963,0.3451848030090332,0.3970971703529358
SCH_003,CLS_0060,P001838,0.30581724643707275,0.30821675062179565,0.3811071813106537
SCH_003,CLS_0060,P003220,0.31019002199172974,0.30337005853652954,0.3745116591453552
SCH_003,CLS_0060,P004927,0.33624550700187683,0.3513210117816925,0.40240922570228577
SCH_003,CLS_0060,P005876,0.31164491176605225,0.31449615955352783,0.38229891657829285
SCH_003,CLS_0060,P006958,0.4672090709209442,0.5506474375724792,0.5074481964111328
SCH_003,CLS_0060,P007139,0.2971028983592987,0.29069533944129944,0.3598204553127289
SCH_003,CLS_0062,P003419,0.290180504322052,0.29219621419906616,0.3554135859012604
SCH_003,CLS_0062,P004170,0.29934123158454895,0.2989635169506073,0.3695015609264374
SCH_003,CLS_0062,P004780,0.2890743017196655,0.28706619143486023,0.37162554264068604
SCH_003,CLS_0064,P002227,0.31442251801490784,0.3257957696914673,0.39531210064888
SCH_003,CLS_0064,P004186,0.30449703335762024,0.29233989119529724,0.3662693500518799
SCH_003,CLS_0064,P005042,0.33501532673835754,0.36651328206062317,0.41734471917152405
SCH_003,CLS_0064,P006019,0.28894761204719543,0.2894816994667053,0.3552521765232086
SCH_003,CLS_0064,P006686,0.2948468029499054,0.28769126534461975,0.36564046144485474
SCH_003,CLS_0066,P005326,0.30024829506874084,0.29877832531929016,0.3678293228149414
SCH_003,CLS_0066,P005847,0.29034310579299927,0.28742969036102295,0.354810506105423
SCH_003,CLS_0066,P006371,0.3022814095020294,0.29809051752090454,0.36524391174316406
SCH_003,CLS_0066,P006702,0.3154275119304657,0.31474098563194275,0.3854029178619385
SCH_003,CLS_0072,P000888,0.31500372290611267,0.3078276813030243,0.380807489156723
SCH_003,CLS_0072,P001504,0.2951134145259857,0.291305810213089,0.3619041442871094
SCH_003,CLS_0072,P002033,0.30196452140808105,0.29493436217308044,0.3653459846973419
SCH_003,CLS_0072,P003897,0.29174911975860596,0.28845497965812683,0.3629247546195984
SCH_003,CLS_0072,P006990,0.328307181596756,0.3233879506587982,0.38821497559547424
SCH_003,CLS_0072,P007042,0.2996003031730652,0.2935027480125427,0.3643580377101898
SCH_003,CLS_0072,P007586,0.29319798946380615,0.2888590097427368,0.3621245324611664
SCH_003,CLS_0073,P000217,0.4530932307243347,0.5095831751823425,0.4712485074996948
SCH_003,CLS_0073,P001450,0.2885829508304596,0.28866663575172424,0.35687530040740967
SCH_003,CLS_0073,P001936,0.3053758144378662,0.29845017194747925,0.3639459013938904
SCH_003,CLS_0073,P002110,0.29342594742774963,0.29464155435562134,0.3614797294139862
SCH_003,CLS_0073,P002561,0.35635825991630554,0.3994626998901367,0.4231407642364502
SCH_003,CLS_0073,P003781,0.30872997641563416,0.2858186364173889,0.39984655380249023
SCH_003,CLS_0073,P005049,0.3074284791946411,0.3207933008670807,0.38072097301483154
SCH_003,CLS_0073,P007049,0.36778372526168823,0.4149758815765381,0.4255317449569702
SCH_003,CLS_0073,P007317,0.4023130238056183,0.4708985686302185,0.46865585446357727
SCH_003,CLS_0083,P000365,0.3315868079662323,0.3587786853313446,0.40894341468811035
SCH_003,CLS_0083,P000393,0.3260001540184021,0.34182196855545044,0.4005146622657776
SCH_003,CLS_0083,P001114,0.2972562611103058,0.28864943981170654,0.3682766556739807
SCH_003,CLS_0083,P004471,0.2901301085948944,0.2912956178188324,0.35907816886901855
SCH_003,CLS_0083,P005227,0.2919327914714813,0.2882678508758545,0.3596901297569275
SCH_003,CLS_0083,P006824,0.299053817987442,0.2972315847873688,0.36937448382377625
SCH_003,CLS_0083,P007022,0.31912341713905334,0.32359540462493896,0.38530591130256653
SCH_003,CLS_0092,P000025,0.305203914642334,0.318604052066803,0.3842279613018036
SCH_003,CLS_0092,P000596,0.30796605348587036,0.30536118149757385,0.37857338786125183
SCH_003,CLS_0092,P000693,0.36045995354652405,0.4111138880252838,0.38980039954185486
SCH_003,CLS_0092,P001773,0.29129475355148315,0.28662410378456116,0.35722726583480835
SCH_003,CLS_0105,P000474,0.29756540060043335,0.2918882668018341,0.3610120117664337
SCH_003,CLS_0105,P001784,0.33203741908073425,0.3265030086040497,0.3866253197193146
SCH_003,CLS_0105,P003917,0.5778306722640991,0.45620986819267273,0.5589572787284851
SCH_003,CLS_0105,P004694,0.291130393743515,0.29028937220573425,0.35805827379226685
SCH_003,CLS_0105,P005052,0.2866576910018921,0.29177045822143555,0.34561261534690857
SCH_003,CLS_0105,P005468,0.29010018706321716,0.2833745777606964,0.3561094105243683
SCH_003,CLS_0105,P007120,0.29366984963417053,0.28288963437080383,0.39812180399894714
SCH_003,CLS_0116,P002744,0.29337143898010254,0.2877705693244934,0.37892210483551025
SCH_003,CLS_0116,P004293,0.28929057717323303,0.28747355937957764,0.359487384557724
SCH_003,CLS_0116,P004572,0.3097035884857178,0.3058507740497589,0.3749140501022339
SCH_003,CLS_0116,P006572,0.29031887650489807,0.2863898277282715,0.3754180371761322
SCH_003,CLS_0116,P007270,0.2878361940383911,0.28899314999580383,0.3586429953575134
SCH_003,CLS_0118,P001098,0.32581472396850586,0.35505783557891846,0.40743082761764526
SCH_003,CLS_0118,P003006,0.29177114367485046,0.2937169373035431,0.36206358671188354
SCH_003,CLS_0126,P000436,0.375011146068573,0.42179274559020996,0.3956947326660156
SCH_003,CLS_0126,P002236,0.34032559394836426,0.3905755877494812,0.4337905943393707
SCH_003,CLS_0126,P003913,0.3467259109020233,0.38467663526535034,0.4365987777709961
SCH_003,CLS_0126,P006179,0.3197919428348541,0.331910640001297,0.398734450340271
SCH_003,CLS_0126,P006492,0.30436673760414124,0.33351191878318787,0.39348331093788147
SCH_003,CLS_0126,P007576,0.2935023605823517,0.2890484631061554,0.3609640598297119
SCH_003,CLS_0130,P002522,0.28661230206489563,0.28847479820251465,0.35861262679100037
SCH_003,CLS_0130,P004673,0.30866485834121704,0.3095831573009491,0.3785456120967865
SCH_003,CLS_0140,P000562,0.3048020899295807,0.296458899974823,0.36931750178337097
SCH_003,CLS_0140,P000967,0.29402920603752136,0.29077938199043274,0.36279240250587463
SCH_003,CLS_0140,P002678,0.30817025899887085,0.30476653575897217,0.3789505958557129
SCH_003,CLS_0140,P002848,0.3167691230773926,0.3228243291378021,0.38770610094070435
SCH_003,CLS_0140,P003473,0.5088750720024109,0.47889354825019836,0.47800731658935547
SCH_003,CLS_0140,P003591,0.2945522665977478,0.2888592481613159,0.36329904198646545
SCH_003,CLS_0140,P004454,0.2926259934902191,0.2908480167388916,0.36072811484336853
SCH_003,CLS_0140,P006719,0.3136194944381714,0.3129483759403229,0.3833860456943512
SCH_003,CLS_0140,P007380,0.35325464606285095,0.38495907187461853,0.42476701736450195
SCH_003,CLS_0142,P000708,0.3021833896636963,0.29592856764793396,0.37105274200439453
SCH_003,CLS_0142,P003706,0.32381632924079895,0.32099592685699463,0.39131128787994385
SCH_003,CLS_0153,P000554,0.2977310121059418,0.29367002844810486,0.36675238609313965
SCH_003,CLS_0157,P007251,0.38147565722465515,0.42849206924438477,0.43417227268218994
SCH_003,CLS_0170,P004055,0.28957346081733704,0.2861205041408539,0.3717957139015198
SCH_003,CLS_0173,P002419,0.2876746654510498,0.2934991121292114,0.3583848476409912
SCH_003,CLS_0173,P003543,0.2869262397289276,0.2882281541824341,0.3638857305049896
SCH_003,CLS_0174,P000283,0.3690936267375946,0.4179042875766754,0.43169137835502625
SCH_003,CLS_0191,P002316,0.34123584628105164,0.3295309245586395,0.3787471354007721
SCH_003,CLS_0196,P000445,0.2931145429611206,0.28753289580345154,0.3626897931098938
SCH_003,CLS_0196,P001572,0.30939868092536926,0.2844234108924866,0.36113032698631287
SCH_003,CLS_0196,P002046,0.28191840648651123,0.28115078806877136,0.35850968956947327
SCH_003,CLS_0196,P002540,0.3686089813709259,0.3507262170314789,0.3946637809276581
SCH_003,CLS_0196,P003349,0.2790917754173279,0.280183345079422,0.3619956076145172
SCH_003,CLS_0196,P006973,0.28438475728034973,0.28015071153640747,0.3660101294517517
SCH_003,CLS_0207,P000201,0.30515187978744507,0.2973885238170624,0.37321269512176514
SCH_003,CLS_0207,P000392,0.37151038646698,0.40895748138427734,0.4374985694885254
SCH_003,CLS_0207,P000931,0.32361018657684326,0.3446153998374939,0.4026781916618347
SCH_003,CLS_0207,P001417,0.2903926372528076,0.28937187790870667,0.3628288209438324
SCH_003,CLS_0207,P003113,0.2994215786457062,0.2947797179222107,0.3602070212364197
SCH_003,CLS_0207,P003382,0.31084442138671875,0.2849760949611664,0.41379156708717346
SCH_003,CLS_0207,P003402,0.2994556427001953,0.28914883732795715,0.3656039834022522
SCH_003,CLS_0207,P005035,0.30258244276046753,0.3203786015510559,0.38232114911079407
SCH_003,CLS_0207,P005168,0.3005419075489044,0.28424519300460815,0.3625091314315796
SCH_003,CLS_0207,P005338,0.32957735657691956,0.37475088238716125,0.3825923502445221
SCH_003,CLS_0207,P006972,0.3320050835609436,0.28491711616516113,0.40000489354133606
SCH_003,CLS_0207,P007647,0.2873801290988922,0.2827110290527344,0.3836473226547241
SCH_003,CLS_0228,P002238,0.299094021320343,0.2878537178039551,0.3813531994819641
SCH_003,CLS_0228,P002291,0.293180376291275,0.2899250388145447,0.3614509701728821
SCH_003,CLS_0228,P003849,0.2876833379268646,0.2878493666648865,0.3582717180252075
SCH_003,CLS_0228,P004702,0.29430100321769714,0.29831305146217346,0.3669518530368805
SCH_003,CLS_0228,P005241,0.29469072818756104,0.2884570360183716,0.3631116449832916
SCH_003,CLS_0228,P005304,0.30898621678352356,0.2847657799720764,0.42766693234443665
SCH_003,CLS_0228,P006975,0.2857077717781067,0.28841280937194824,0.3584420084953308
SCH_003,CLS_0228,P007451,0.293315052986145,0.29283034801483154,0.3641698658466339
SCH_003,CLS_0228,P007477,0.32382112741470337,0.2861061692237854,0.42731618881225586
SCH_003,CLS_0240,P000814,0.2862915098667145,0.28488439321517944,0.36296820640563965
SCH_003,CLS_0240,P000865,0.28993096947669983,0.28550952672958374,0.36711356043815613
SCH_003,CLS_0240,P001542,0.2915014624595642,0.2860966920852661,0.36820903420448303
SCH_003,CLS_0240,P001788,0.3028836250305176,0.2868248522281647,0.3940637707710266
SCH_003,CLS_0240,P002541,0.2866148352622986,0.28714755177497864,0.3628730773925781
SCH_003,CLS_0240,P003482,0.3011569082736969,0.28486838936805725,0.40206578373908997
SCH_003,CLS_0240,P003607,0.29370754957199097,0.28756842017173767,0.3578546941280365
SCH_003,CLS_0240,P006506,0.28985247015953064,0.2889288067817688,0.3590319752693176
SCH_004,CLS_0007,P000075,0.4469459056854248,0.38908496499061584,0.44439584016799927
SCH_004,CLS_0007,P000107,0.40517285466194153,0.40704190731048584,0.42062118649482727
SCH_004,CLS_0007,P001326,0.43689966201782227,0.46134665608406067,0.4393284320831299
SCH_004,CLS_0007,P006546,0.41138437390327454,0.43200406432151794,0.4251709282398224
SCH_004,CLS_0007,P006961,0.4593065679073334,0.4687979221343994,0.45950594544410706
SCH_004,CLS_0012,P000484,0.4306611716747284,0.47181209921836853,0.45515426993370056
SCH_004,CLS_0012,P002730,0.4013376235961914,0.41628625988960266,0.4210050404071808
SCH_004,CLS_0012,P002751,0.43863892555236816,0.4103289842605591,0.4323514401912689
SCH_004,CLS_0012,P006255,0.48672589659690857,0.45953693985939026,0.4669751524925232
SCH_004,CLS_0017,P002118,0.42084455490112305,0.4178420901298523,0.4215419888496399
SCH_004,CLS_0017,P002519,0.41851478815078735,0.4271441102027893,0.4143901765346527
SCH_004,CLS_0017,P003791,0.3882805109024048,0.3432416021823883,0.4048066735267639
SCH_004,CLS_0017,P007753,0.4691424071788788,0.4581955671310425,0.45250049233436584
SCH_004,CLS_0051,P001221,0.534264862537384,0.5135785937309265,0.49390551447868347
SCH_004,CLS_0051,P006602,0.48368772864341736,0.47501417994499207,0.46727609634399414
SCH_004,CLS_0068,P001774,0.5051348209381104,0.49379056692123413,0.4926833510398865
SCH_004,CLS_0068,P003277,0.5053454637527466,0.4932876527309418,0.48767927289009094
SCH_004,CLS_0068,P004176,0.4517994821071625,0.4315451681613922,0.4340314269065857
SCH_004,CLS_0068,P004817,0.3172420561313629,0.3439588248729706,0.36268123984336853
SCH_004,CLS_0068,P005907,0.40095198154449463,0.43892738223075867,0.42396122217178345
SCH_004,CLS_0149,P001771,0.42288103699684143,0.4160122871398926,0.43337780237197876
SCH_004,CLS_0149,P005119,0.4762229919433594,0.473976731300354,0.454108327627182
SCH_004,CLS_0149,P006050,0.38540661334991455,0.3698350489139557,0.40002262592315674
SCH_004,CLS_0149,P007733,0.4760100543498993,0.4384627938270569,0.45562744140625
SCH_004,CLS_0208,P002824,0.3889407515525818,0.37868741154670715,0.40345069766044617
SCH_004,CLS_0208,P004249,0.40719515085220337,0.41863131523132324,0.4218008816242218
SCH_004,CLS_0208,P005026,0.5908771753311157,0.5594537258148193,0.5372347235679626
SCH_004,CLS_0208,P006502,0.37962785363197327,0.4276253581047058,0.45791375637054443
SCH_004,CLS_0208,P006905,0.5215818285942078,0.5067887902259827,0.4795592725276947
SCH_004,CLS_0218,P002387,0.4162586033344269,0.4270939230918884,0.43265536427497864
SCH_004,CLS_0218,P002944,0.43913722038269043,0.42058253288269043,0.4395723044872284
SCH_005,CLS_0001,P001722,0.5698190927505493,0.5821756720542908,0.5222553014755249
SCH_005,CLS_0001,P001778,0.5610579252243042,0.560604453086853,0.5141571760177612
SCH_005,CLS_0001,P002035,0.7607077956199646,0.7365220785140991,0.6713918447494507
SCH_005,CLS_0001,P006544,0.5491860508918762,0.5372729897499084,0.5166670680046082
SCH_005,CLS_0001,P007272,0.6077946424484253,0.6206175684928894,0.5639342069625854
SCH_005,CLS_0001,P007495,0.5727938413619995,0.5939264893531799,0.5219591856002808
SCH_005,CLS_0050,P000985,0.5691266655921936,0.5914681553840637,0.5229867696762085
SCH_005,CLS_0050,P001048,0.5481837391853333,0.5796442627906799,0.512245237827301
SCH_005,CLS_0050,P001120,0.6042731404304504,0.600061297416687,0.5351917743682861
SCH_005,CLS_0050,P002097,0.5468240976333618,0.5383948683738708,0.5030224323272705
SCH_005,CLS_0050,P002155,0.5401087403297424,0.5515331029891968,0.5137922763824463
SCH_005,CLS_0050,P003304,0.5686531662940979,0.5925042033195496,0.5325417518615723
SCH_005,CLS_0050,P005053,0.6508850455284119,0.6436227560043335,0.5739210247993469
SCH_005,CLS_0050,P005743,0.5454584956169128,0.564167320728302,0.5075290203094482
SCH_005,CLS_0050,P006166,0.5302854180335999,0.529488742351532,0.5027299523353577
SCH_005,CLS_0050,P006873,0.5662670731544495,0.585104763507843,0.5266573429107666
SCH_005,CLS_0063,P000935,0.6072714328765869,0.6193382740020752,0.5507411360740662
SCH_005,CLS_0063,P003733,0.5788328051567078,0.5810686349868774,0.5249235033988953
SCH_005,CLS_0063,P004124,0.5423699617385864,0.5438672304153442,0.5080422759056091
SCH_005,CLS_0067,P002790,0.6479383111000061,0.6227631568908691,0.578787624835968
SCH_005,CLS_0067,P005601,0.5605267286300659,0.5710080862045288,0.5442551374435425
SCH_005,CLS_0067,P005824,0.5280923247337341,0.5117601156234741,0.49367573857307434
SCH_005,CLS_0067,P006136,0.6128138899803162,0.6127259135246277,0.5547175407409668
SCH_005,CLS_0067,P006419,0.5856541395187378,0.5971606373786926,0.5334140062332153
SCH_005,CLS_0067,P006837,0.5466867089271545,0.5748081207275391,0.5279192328453064
SCH_005,CLS_0067,P006963,0.5289572477340698,0.5401856899261475,0.48724132776260376
SCH_005,CLS_0069,P001176,0.5613054633140564,0.5331591963768005,0.5035510659217834
SCH_005,CLS_0069,P003505,0.6733884215354919,0.6273351907730103,0.6009232997894287
SCH_005,CLS_0069,P003509,0.5717785954475403,0.5762398838996887,0.526741623878479
SCH_005,CLS_0069,P004122,0.5471419095993042,0.5537611842155457,0.49684229493141174
SCH_005,CLS_0069,P004775,0.5363945960998535,0.5618827939033508,0.49397364258766174
SCH_005,CLS_0069,P004993,0.5240873694419861,0.5467726588249207,0.50291508436203
SCH_005,CLS_0069,P005812,0.5670753717422485,0.5492657423019409,0.5180322527885437
SCH_005,CLS_0069,P006398,0.5129355192184448,0.4851459264755249,0.4768735468387604
SCH_005,CLS_0070,P002019,0.5281128287315369,0.5579257011413574,0.5071231722831726
SCH_005,CLS_0070,P003497,0.504353404045105,0.5165476202964783,0.4627612233161926
SCH_005,CLS_0070,P003669,0.5186191201210022,0.506568193435669,0.48038819432258606
SCH_005,CLS_0070,P004451,0.5342928767204285,0.5455606579780579,0.5199496150016785
SCH_005,CLS_0070,P004585,0.5203635692596436,0.5280070900917053,0.48460161685943604
SCH_005,CLS_0070,P004705,0.6219159960746765,0.6194305419921875,0.5555338859558105
SCH_005,CLS_0070,P006447,0.5343626141548157,0.5431080460548401,0.49529707431793213
SCH_005,CLS_0074,P001789,0.6682103872299194,0.6539338231086731,0.585608184337616
SCH_005,CLS_0074,P002872,0.6565253734588623,0.6609079837799072,0.580211877822876
SCH_005,CLS_0074,P003173,0.5660744309425354,0.5925745368003845,0.5380265116691589
SCH_005,CLS_0074,P003537,0.5329201817512512,0.5351842045783997,0.49739956855773926
SCH_005,CLS_0074,P004524,0.6408094167709351,0.6349797248840332,0.5628345608711243
SCH_005,CLS_0074,P006161,0.5685611963272095,0.5943177342414856,0.5270062685012817
SCH_005,CLS_0074,P006612,0.7564077973365784,0.7328384518623352,0.6648450493812561
SCH_005,CLS_0074,P006830,0.5912919640541077,0.5909591317176819,0.5359194874763489
SCH_005,CLS_0081,P001193,0.5394799113273621,0.5384979844093323,0.4942941665649414
SCH_005,CLS_0081,P001638,0.612040638923645,0.6308101415634155,0.5510578155517578
SCH_005,CLS_0081,P002910,0.62177973985672,0.6252038478851318,0.5583083629608154
SCH_005,CLS_0081,P003346,0.5858829021453857,0.5939618945121765,0.5351016521453857
SCH_005,CLS_0081,P004331,0.7303413152694702,0.7166851758956909,0.6405197381973267
